packFile	sourceAssetPath	guid	type	packedSizeBytes
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIFloatField.prefab	d8c744701b43c864b88e7f8144e19bc5	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIIntField.prefab	ae00bb75e0cd5b04b8fe7fb4ab662629	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIEnumField.prefab	988db55689193434fb0b3b89538f978f	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIObjectList.prefab	ad83bc56407925d44a77a5bd01cd6783	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIUIntField.prefab	f22bcc84a5f4a1944b075a2c4ac71493	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIFloatField.prefab	d8c744701b43c864b88e7f8144e19bc5	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIMessageBox.prefab	10a25524b0986f9488b430e2829bbbe8	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIEnumHistory.prefab	b2da6b27df236b144b3516ed8e7d36ac	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIUIntField.prefab	f22bcc84a5f4a1944b075a2c4ac71493	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIPanel.prefab	daa46a58178a6ad41ae1ddc2dc7f856d	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIIntField.prefab	ae00bb75e0cd5b04b8fe7fb4ab662629	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIIntField.prefab	ae00bb75e0cd5b04b8fe7fb4ab662629	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIPanel.prefab	daa46a58178a6ad41ae1ddc2dc7f856d	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIIntField.prefab	ae00bb75e0cd5b04b8fe7fb4ab662629	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIPanel.prefab	daa46a58178a6ad41ae1ddc2dc7f856d	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIObjectPopupField.prefab	48fb043c850cadc4a883b53785e14c6e	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIPanel.prefab	daa46a58178a6ad41ae1ddc2dc7f856d	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIBitField.prefab	7c78b588b2e1f7c4a86ca4a985cf6e4a	CanvasRenderer	13
resources.assets	Packages/com.unity.render-pipelines.core/Runtime/Debugging/Prefabs/Widgets/DebugUIHandlerRenderingLayerField.prefab	928d1ca04af80c84e8d5dabc18095d79	CanvasRenderer	13
