path,width,height,format,isReadable,mipmapCount,runtimeMemoryBytes,fileBytes,maxTextureSize,textureCompression,crunched,alphaSource,sRGBTexture,wrapMode,filterMode
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Atlas1_Metallic_Smoothness.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399104,4292,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Atlas_1.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399104,2814449,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/StudyRoom Carpet/Emission.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399104,194769,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1407296,3005971,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_AO.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399104,1660237,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797232,139707,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/table/Study Table_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797232,17290,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02.png",512,512,"RGBA_DXT1_SRGB",False,10,350528,56015,2048,Compressed,False,FromInput,True,"Repeat","Trilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_Emission.png",512,512,"RGBA_DXT1_SRGB",False,10,350528,32924,2048,Compressed,False,FromInput,True,"Repeat","Trilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_Metallic.png",512,512,"RGBA_DXT5_SRGB",False,10,700080,2290,2048,Compressed,False,FromInput,True,"Repeat","Trilinear"
"Assets/DevDen Arch Viz Scotland/Textures/Study Room/Table_Lamp/LightBulb02_NM.png",512,512,"RGBA_DXT5_UNorm",False,10,700080,87677,2048,Compressed,False,FromInput,False,"Repeat","Trilinear"
"Assets/Emilulz_Assets/DEMOLowPolyFlowers/Assets/DEMOAtlas_Flowerpack.png",256,256,"RGBA_DXT5_SRGB",False,9,175792,62957,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Food Pack-Demo/Texture/Texture.png",512,512,"RGBA_DXT1_SRGB",False,10,350528,8104,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Scenes/Furniture Mega Pack/ReflectionProbe-0.exr",128,128,"RGBA_DXT5_SRGB",False,8,263496,164012,2048,Compressed,False,FromInput,True,"Clamp","Trilinear"
"Assets/Furniture Mega Pack/Scenes/Furniture Mega Pack/ReflectionProbe-1.exr",128,128,"RGBA_DXT5_SRGB",False,8,263496,163864,2048,Compressed,False,FromInput,True,"Clamp","Trilinear"
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399174,375705,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797302,1604071,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797290,2526123,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399167,4861539,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797295,1683128,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/BedFrame/AtlasTexture_BedFrame_AtlasTexture_BedFrame_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797283,6486874,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399160,6560489,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797288,1060641,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797276,11151857,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399161,3650635,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797289,1621187,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797277,12162323,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3062895,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1930951,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair01/Chair01_mat_Chair01_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,4313707,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,5334361,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,3115630,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,5218828,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,2815808,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1645359,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,5751338,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1659666,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11186391,1837139,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,6907392,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3426266,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2068820,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,5744432,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4649154,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1088208,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair06/Chair06_mat_Chair06_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,2888725,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1781983,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2443534,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair07/Chair07_mat_Chair07_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3529507,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,2869372,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1907260,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair08/Chair08_mat_Chair08_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,4171917,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399143,2185686,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797271,2133722,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair09/Chair09_mat_Chair09_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797232,8397819,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3640069,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,3048234,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,5984097,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3516617,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1574200,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,7556918,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4420969,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,263581,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,7791304,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4135790,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1424845,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair13/Chair13_mat_Chair13_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,2777283,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4333732,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2366968,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,7945056,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,5442370,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1647999,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,6733612,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3007179,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2361767,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair16/Chair16_mat_Chair16_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,2345720,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,3250907,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2366755,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair17/Chair17_mat_Chair17_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3073400,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,2510227,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1151342,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair18/Chair18_mat_Chair18_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,4140514,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4339697,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1057269,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair19/Chair19_mat_Chair19_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,2861909,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,5932467,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2071199,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,8425334,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,4613275,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2053644,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,6807842,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,5882482,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,21250,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,6132886,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,5047669,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,21250,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,6015948,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1939646,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1995521,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair24/Chair24_mat_Chair24_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3659888,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593959,1909881,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,3589357,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair25/Chair25_mat_Chair25_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,2228921,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair26/Chair26_mat_Chair26_AlbedoTransparency.png",1024,1024,"RGBA_DXT1_SRGB",False,11,1399143,923192,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair26/Chair26_mat_Chair26_MetallicSmoothness.png",1024,1024,"RGBA_DXT5_SRGB",False,11,2797271,1481375,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair26/Chair26_mat_Chair26_Normal.png",1024,1024,"RGBA_DXT5_UNorm",False,11,2797232,3618054,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1293338,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1804356,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair27/Chair27_mat_Chair27_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3871488,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1044672,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2183213,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair28/Chair28_mat_Chair28_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3779716,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,147084,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,2497556,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair29/Chair29_mat_Chair29_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,4073084,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,1130540,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,1485378,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair30/Chair30_mat_Chair30_Normal.png",2048,2048,"RGBA_DXT5_UNorm",False,12,11185840,3553092,2048,Compressed,False,FromInput,False,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_AlbedoTransparency.png",2048,2048,"RGBA_DXT1_SRGB",False,12,5593447,437147,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
"Assets/Furniture Mega Pack/Textures/Chairs/Chair31/Chair31_mat_Chair31_MetallicSmoothness.png",2048,2048,"RGBA_DXT5_SRGB",False,12,11185879,988958,2048,Compressed,False,FromInput,True,"Repeat","Bilinear"
