path,type,fileBytes,vertices,triangles,subMeshes,reason
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/balconY_tacle/balcony_table_balcony_table_2_Normal.png","Texture2D",1173534,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_flower_AlbedoTransparency.png","Texture2D",334135,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_flower_MetallicSmoothness.png","Texture2D",20543,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_flower_Normal.png","Texture2D",477600,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_leaf_AlbedoTransparency.png","Texture2D",792435,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_leaf_MetallicSmoothness.png","Texture2D",433332,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_leaf_Normal.png","Texture2D",764264,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_plant_pot_AlbedoTransparency.png","Texture2D",1450955,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_plant_pot_MetallicSmoothness.png","Texture2D",795276,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_plant_pot_Normal.png","Texture2D",1050175,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_wines_AlbedoTransparency.png","Texture2D",1068496,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_wines_MetallicSmoothness.png","Texture2D",20543,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Balcony/flower_pot/flower_pot_1_wines_Normal.png","Texture2D",332139,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_cabin","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_cabin/bathroom_cabin_bathroom_cabin_AlbedoTransparency.png","Texture2D",29091,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_cabin/bathroom_cabin_bathroom_cabin_AO.png","Texture2D",479043,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_cabin/bathroom_cabin_bathroom_cabin_MetallicSmoothness.png","Texture2D",29171,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_cabin/bathroom_cabin_bathroom_cabin_Normal.png","Texture2D",601273,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Bathroom_Glass","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Bathroom_Glass/glass_glass_Normal.png","Texture2D",461977,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_shelf","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_shelf/bathroom_shelf_bathroom_shelf_AlbedoTransparency.png","Texture2D",28444,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_shelf/bathroom_shelf_bathroom_shelf_AO.png","Texture2D",428196,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_shelf/bathroom_shelf_bathroom_shelf_MetallicSmoothness.png","Texture2D",28336,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_shelf/bathroom_shelf_bathroom_shelf_Normal.png","Texture2D",619987,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_wall","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_wall/bathroom_wall_phong1_AlbedoTransparency.png","Texture2D",1780370,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_wall/bathroom_wall_phong1_MetallicSmoothness.png","Texture2D",1089740,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/bathroom_wall/bathroom_wall_phong1_Normal.png","Texture2D",597510,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_AlbedoTransparency.png","Texture2D",896368,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_AO.png","Texture2D",1892317,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_MetallicSmoothness.png","Texture2D",1487834,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/MetalDryer/dry_M_metaldryer_Normal.png","Texture2D",1884304,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath/SubwayTile - baseColor.png","Texture2D",288156,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath/SubwayTile - metallic (Modified).png","Texture2D",37488,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Tile_Bath/SubwayTile - normal (Modified).png","Texture2D",487117,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_AlbedoTransparency.png","Texture2D",340603,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_AO.png","Texture2D",732271,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_MetallicSmoothness.png","Texture2D",1345917,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet/toilet_DefaultMaterial_Normal.png","Texture2D",1357156,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_AlbedoTransparency.png","Texture2D",1720147,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_MetallicSmoothness.png","Texture2D",78120,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Toilet_wood/3_toilet_wood1_Normal.png","Texture2D",1695685,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_AlbedoTransparency.png","Texture2D",548850,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_AO.png","Texture2D",347707,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_MetallicSmoothness.png","Texture2D",867879,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/TolPaper/tolpaper_DefaultMaterial_Normal.png","Texture2D",1476685,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_AlbedoTransparency.png","Texture2D",1836465,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_AO.png","Texture2D",1123300,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_MetallicSmoothness.png","Texture2D",78120,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_toilet_wood_1_Normal.png","Texture2D",1723786,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_AlbedoTransparency.png","Texture2D",2059132,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_MetallicSmoothness.png","Texture2D",78120,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/towel_2/2_towl_2_Normal.png","Texture2D",1765553,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin/washbasin_M_washbasin_AlbedoTransparency.png","Texture2D",78120,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin/washbasin_M_washbasin_AO.png","Texture2D",901661,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin/washbasin_M_washbasin_MetallicSmoothness.png","Texture2D",78120,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washbasin/washbasin_M_washbasin_Normal.png","Texture2D",2383014,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_AlbedoTransparency.png","Texture2D",1231301,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_MetallicSmoothness.png","Texture2D",1633860,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bathroom/Washing_machine/washingmachine_M_washingmachine_Normal.png","Texture2D",2087997,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_AlbedoTransparency.png","Texture2D",1680973,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_AlbedoTransparency.png","Texture2D",2040436,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_MetallicSmoothness.png","Texture2D",1904079,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_coat_Normal.png","Texture2D",1876068,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_MetallicSmoothness.png","Texture2D",2463381,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_bed_Normal.png","Texture2D",1806986,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_AlbedoTransparency.png","Texture2D",1707778,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_MetallicSmoothness.png","Texture2D",2128743,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_low_bed_sheet_Normal.png","Texture2D",1846115,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_AlbedoTransparency.png","Texture2D",2104122,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_MetallicSmoothness.png","Texture2D",1896252,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bed/bed_pillow_1_Normal.png","Texture2D",1559363,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_AlbedoTransparency.png","Texture2D",1599153,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_AO.png","Texture2D",92750,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_MetallicSmoothness.png","Texture2D",620161,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_carpet/carpet_carpet_Normal.png","Texture2D",1236561,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_AlbedoTransparency.png","Texture2D",1458738,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_AO.png","Texture2D",347840,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_MetallicSmoothness.png","Texture2D",20543,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedside_table/bedside_table_bedside_Normal.png","Texture2D",596746,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bed_lamp_glass1_AlbedoTransparency.png","Texture2D",11174,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bed_lamp_glass1_AO.png","Texture2D",64658,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bed_lamp_glass1_MetallicSmoothness.png","Texture2D",11171,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bed_lamp_glass1_Normal.png","Texture2D",298536,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bedside_lamp1_AlbedoTransparency.png","Texture2D",160047,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bedside_lamp1_AO.png","Texture2D",191534,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bedside_lamp1_MetallicSmoothness.png","Texture2D",134388,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/BedsideLamp/bedside_lamp_bedside_lamp1_Normal.png","Texture2D",301485,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_AlbedoTransparency.png","Texture2D",2332225,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_AO.png","Texture2D",1340173,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_MetallicSmoothness.png","Texture2D",1813518,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/bedsider/bedsider_bed_sider_Normal.png","Texture2D",1417750,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_AlbedoTransparency.png","Texture2D",2826330,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_AO.png","Texture2D",1103049,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_MetallicSmoothness.png","Texture2D",1639501,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/dressing_mirror/dresing_mirror_dressing_mirror1_Normal.png","Texture2D",1351579,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1/Painting_Photo_B_Paintings_House_AlbedoTransparency.png","Texture2D",102740,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1/Painting_Photo_B_Paintings_House_MetallicSmoothness.png","Texture2D",79577,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_1/Painting_Photo_B_Paintings_House_Normal.png","Texture2D",1231947,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_AlbedoTransparency.png","Texture2D",523710,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_AO.png","Texture2D",283663,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_MetallicSmoothness.png","Texture2D",87815,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_2/Painting_Small_C_Paintings_House_Normal.png","Texture2D",1558606,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_AlbedoTransparency.png","Texture2D",609469,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_AO.png","Texture2D",374917,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_MetallicSmoothness.png","Texture2D",89028,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/foto_frame_3/Painting_StandPhoto_A_Paintings_House_Normal.png","Texture2D",1556346,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_AlbedoTransparency.png","Texture2D",358000,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_AO.png","Texture2D",286962,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_MetallicSmoothness.png","Texture2D",104294,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Painting_StandPhoto_C_Paintings_House_Normal.png","Texture2D",1556504,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/FOTO_FRAME_4/Paintings_House_MaskMap.png","Texture2D",313611,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_AlbedoTransparency.png","Texture2D",843466,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_AO.png","Texture2D",22287,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_MetallicSmoothness.png","Texture2D",20543,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Bed Room/Photo_stand/fotostand_fotostand_Normal.png","Texture2D",596666,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_AlbedoTransparency.png","Texture2D",1632206,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_AO.png","Texture2D",885928,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_MetallicSmoothness.png","Texture2D",2493060,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_DefaultMaterial_Normal.png","Texture2D",1084779,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/AirConditioner/airconditioner_emision.png","Texture2D",81777,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/CUTLERY","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/CUTLERY/Cutlery FBX_Cutlery_AlbedoTransparency.png","Texture2D",20544,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/CUTLERY/Cutlery FBX_Cutlery_AO.png","Texture2D",236789,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/CUTLERY/Cutlery FBX_Cutlery_Normal.png","Texture2D",597573,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_door1_MetallicSmoothness.png","Texture2D",20543,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_door1_Normal.png","Texture2D",596622,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_door_AlbedoTransparency.png","Texture2D",20544,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_handle_AlbedoTransparency.png","Texture2D",20544,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_handle_AO.png","Texture2D",108720,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_handle_MetallicSmoothness.png","Texture2D",20544,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/door and handle/door and handles_handle_Normal.png","Texture2D",588860,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01.png","Texture2D",1301251,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01_Metallic.png","Texture2D",289984,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic01_NM.png","Texture2D",1247881,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02.png","Texture2D",314244,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02_Metallic.png","Texture2D",414462,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic02_NM.png","Texture2D",1519274,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04.png","Texture2D",129617,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04_Metallic.png","Texture2D",289984,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonCeramic04_NM.png","Texture2D",1252153,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/CommonPlastic01_NM.png","Texture2D",575150,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/LightPlastic02.png","Texture2D",17135,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Interior_props/StudyRoom_BG1.png","Texture2D",4368367,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Magazine/magazine.png","Texture2D",2008673,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_AlbedoTransparency.png","Texture2D",1980002,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_MetallicSmoothness.png","Texture2D",21250,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/note_pad/note_pad_note_pad_Normal.png","Texture2D",2272259,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_AO.png","Texture2D",657746,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_BaseColor.png","Texture2D",1185593,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_Metallic.png","Texture2D",59913,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/Plate/plate_1_plate_1_Normal.png","Texture2D",1621058,0,0,0,name/path heuristic
"Assets/DevDen Arch Viz Scotland/Textures/Common/SmallObj","DefaultAsset",0,0,0,0,name/path heuristic
